EIN2,F9_00_ORG_NAME_L1,F9_00_ORG_ADDR_CITY,F9_00_ORG_ADDR_STATE,F9_08_REV_PROG_DESC
EIN-38-3430461,INGHAM HEALTH PLAN CORPORATION,LANSING,MI,621300.0
EIN-38-3430690,WORKPLACE CHAPLAINS INC,CADILLAC,MI,813000.0
EIN-38-3431154,LOURDES ASSISTED LIVING CORPORATION,WATERFORD,MI,623000.0
EIN-38-3434841,BRIDGING COMMUNITIES INC,DETROIT,MI,541610.0
EIN-38-3436456,DOWNTOWN DETROIT PARTNERSHIP INC,DETROIT,MI,900099.0
EIN-38-3438839,MICHIGAN FIREHOUSE MUSEUM AND EDUCATION CENTER,YPSILANTI,MI,900099.0
EIN-38-3440177,MICHIGAN URBAN SEARCH & RESCUE TRAINING FOUNDATION INC,PLYMOUTH,MI,541900.0
EIN-38-3442760,ON EAGLES WINGS MINISTRY,WIXOM,MI,900099.0
EIN-38-3444092,NONPROFIT NETWORK,JACKSON,MI,541610.0
EIN-38-3455896,MODEL-T AUTOMOTIVE HERITAGE COMPLEX INC,DETROIT,MI,713110.0
EIN-38-3462192,CLARK PARK COALITION,DETROIT,MI,713940.0
EIN-38-3463298,COMMUNITY SPAY NEUTER INITIATIVE PARTNERSHIP C-SNIP,KENTWOOD,MI,900099.0
EIN-38-3463866,HENRY FORD LEARNING INSTITUTE,DEARBORN,MI,900099.0
EIN-38-3464586,KALKASKA SENIOR HAVEN INC,KALKASKA,MI,531110.0
EIN-38-3472807,ROAD RUNNERS CLUB OF AMERICA,DEWITT,MI,900099.0
EIN-38-3473458,EATON AREA SENIOR CENTER INC,CHARLOTTE,MI,722300.0
EIN-38-3477455,CROSSROADS FARM,READING,MI,900099.0
EIN-38-3477837,SOAR DETROIT,DETROIT,MI,713990.0
EIN-38-3478628,UNITED UNION OF ROOFERS WATERPROOFERS & ALLIED WORKERS,TROY,MI,236000.0
EIN-38-3481232,NEW CENTURY SUPPORT SERVICES INC,FLINT,MI,999999.0
EIN-38-3482266,SEEDS,TRAVERSE CITY,MI,541300.0
EIN-38-3483291,CHURCH OF CHRIST ASSISTED LIVING INC,CLINTON TWP,MI,531110.0
EIN-38-3484039,LOVE IN THE NAME OF CHRIST OF NORTHWEST ALLEGAN COUNTY,HAMILTON,MI,453310.0
EIN-38-3488764,THE SPRINGS MINISTRIES INC,GLADWIN,MI,721210.0
EIN-38-3492091,DEARBORN SOCCER CLUB,DEARBORN,MI,713990.0
EIN-38-3492677,SUPERIOR WATERSHED PARTNERSHIP,MARQUETTE,MI,924120.0
EIN-38-3495720,GIFTS FOR ALL GODS CHILDREN,ROCHESTER HLS,MI,611600.0
EIN-38-3496625,HELEN AFC HOMES INC,PONTIAC,MI,623990.0
EIN-38-3500117,DEXTER COMMUNITY AQUATIC CLUB,DEXTER,MI,713940.0
EIN-38-3501697,RUTH ELLIS CENTER INC,HIGHLAND PARK,MI,624221.0
EIN-38-3501977,U P WHITETAILS ASSOCIATION OF THE MENOMINEE RIVER,WALLACE,MI,110000.0
EIN-38-3502484,ALLEN NEIGHBORHOOD CENTER,LANSING,MI,624100.0
EIN-38-3507205,DEARBORN COMMUNITY FUND,DEARBORN,MI,561000.0
EIN-38-3508155,C H U M THERAPEUTIC RIDING INC,MASON,MI,900099.0
EIN-38-3511814,OMEGA HOUSE INC,HOUGHTON,MI,623990.0
EIN-38-3517074,SAN BERNARDINO SENIOR HOUSING INC,WARREN,MI,531110.0
EIN-38-3517205,NEW HOPE CENTER FOR GRIEF SUPPORT INC,NORTHVILLE,MI,900099.0
EIN-38-3520396,PERRPERRY LAKE NONPROFIT HOUSING,TROY,MI,531110.0
EIN-38-3520445,SAFE & JUST MICHIGAN,LANSING,MI,611600.0
EIN-38-3523429,BOTANICAL GARDEN SOCIETY OF NORTHWEST MICHIGAN INC,TRAVERSE CITY,MI,453220.0
EIN-38-3524450,CENTER PARK PRODUCTIONS,LANSING,MI,711300.0
EIN-38-3525774,ALLIANCE MOBILE HEALTH INC,SAGINAW,MI,621910.0
EIN-38-3530558,TEACHALL INC,WAVERLY,NY,611110.0
EIN-38-3533998,COVENANT COMMUNITY CARE INC,DETROIT,MI,621400.0
EIN-38-3539368,LAND ASSEMBLY FOR NEIGHBORHOOD DEVELOPMENT,DETROIT,MI,900099.0
EIN-38-3541096,REACHING OUR COMMUNITY KIDS,MIDLAND,MI,900099.0
EIN-38-3544621,WEST MICHIGAN CHRISTIAN FOUNDATION,ADA,MI,525990.0
EIN-38-3545029,CHIPPEWA SNOW CHASERS,ECKERMAN,MI,921190.0
EIN-38-3546541,FAITH VILLAGE NON-PROFIT HOUSING CORPORATION,BENTON HARBOR,MI,531110.0
EIN-38-3547788,MICHIGAN IRISH MUSIC FESTIVAL MUSKEGON,MUSKEGON,MI,711300.0
EIN-38-3553177,RE-MEMBER,PINE RIDGE,SD,900099.0
EIN-38-3555199,LOVE AND RESPECT MINISTRIES INC,ROCKFORD,MI,611430.0
EIN-38-3562110,STATE THEATRE OF BAY CITY BAY COUNTY,BAY CITY,MI,900099.0
EIN-38-3565553,PORTAGE HEALTH HOME SERVICES INC,HANCOCK,MI,621610.0
EIN-38-3567490,GFBC HOUSING & DEVELOPMENT INC,DETROIT,MI,900002.0
EIN-38-3569669,CLUB GENERAL MOTORS,SHELBY TWP,MI,813410.0
EIN-38-3570727,CONNECT DETROIT,DETROIT,MI,616000.0
EIN-38-3578392,EARLY INTERVENTION CENTER,BLOOMFLD HLS,MI,624100.0
EIN-38-3578803,LAURELTON NONPROFIT HOUSING CORPORATION,TROY,MI,531110.0
EIN-38-3578841,NOQUEMANON TRAILS NETWORK COUNCIL,MARQUETTE,MI,713990.0
EIN-38-3580104,SAMARITAN INCORPORATED,DETROIT,MI,531120.0
EIN-38-3580496,KIDS-N-STUFF INTERACTIVE EXPERIENCE FOR KIDS,ALBION,MI,900099.0
EIN-38-3580906,INGENIUM COACH,GRAND RAPIDS,MI,624100.0
EIN-38-3582984,HOLY CREEK NON-PROFIT HOUSING CORPORATION,YPSILANTI,MI,531110.0
EIN-38-3585813,SWEET DREAMZZZ INC,LIVONIA,MI,900099.0
EIN-38-3586976,WENONAH PARK PROPERTIES INC,BAY CITY,MI,721110.0
EIN-38-3591119,AMERICAS OF TODAY INC,ROMULUS,MI,454390.0
EIN-38-3593293,ITALIAN AMERICAN CLUB OF LIVONIA CHARITABLE FOUNDATION,LIVONIA,MI,611600.0
EIN-38-3601417,WORLD COMMUNITY IMPACT INCORPORATED,DEARBORN HTS,MI,624110.0
EIN-38-3605533,COMMUNITY HOPE CHRISTIAN COUNSELING AND MENTAL HEALTH CENTER,GREENVILLE,MI,621400.0
EIN-38-3605979,ADKINS VILLAGE NON PROFIT HOUSING CORPORATION,BENTON HARBOR,MI,531110.0
EIN-38-3607467,WOMEN EMPOWERING WOMEN,MONROE,MI,623990.0
EIN-38-3614688,SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS OF SOUTHWEST MI,KALAMAZOO,MI,812900.0
EIN-38-3617810,OTSEGO COUNTY ECONOMIC ALLIANCE INC,GAYLORD,MI,900099.0
EIN-38-3621703,VISION OUTREACH INTERNATIONAL INC,ST JOSEPH,MI,611430.0
EIN-38-3621736,FISHTOWN PRESERVATION SOCIETY INC,LELAND,MI,110000.0
EIN-38-3622718,SAGINAW COUNTY SPORTS HALL OF FAME INC,SAGINAW,MI,711300.0
EIN-38-3622930,JOY-SOUTHFIELD COMMUNITY DEVELOPMENT CORPORATION,DETROIT,MI,531390.0
EIN-38-3623964,ISSACHAR LEARNING CENTER,GOODRICH,MI,900099.0
EIN-38-3625693,LIFE INTERNATIONAL INC,GRAND RAPIDS,MI,900099.0
EIN-38-3628804,NORTHWOODS ANIMAL SHELTER INC,IRON RIVER,MI,900099.0
EIN-38-3629786,ALLIANCE FOR ENVIRONMENTAL SUSTAINABILITY,GRAND RAPIDS,MI,541300.0
EIN-38-3630168,GEORGETOWN HARMONY HOMES,JENISON,MI,721310.0
EIN-38-3634571,MUSKEGON AREA CHAMBER OF COMMERCE FOUNDATION,MUSKEGON,MI,900099.0
EIN-38-3635927,THE INSTITUTE FOR EXCELLENCE IN EDUCATION,MT PLEASANT,MI,611430.0
EIN-38-3637352,MEDICAL STAFF SERVICES OF SPECTRUM HEALTH,ALLENDALE,MI,900099.0
EIN-38-3640220,RICHLAND AREA COMMUNITY CENTER,RICHLAND,MI,713990.0
EIN-38-3643174,FULTON LITTLE LEAGUE INC,FULTON,NY,713990.0
EIN-38-3643915,MISSION TO AMISH PEOPLE,GREENWICH,OH,445200.0
EIN-38-3645810,CLOUD INSTITUTE FOR SUSTAINABILITY EDUCATION,ANCRAM,NY,611710.0
EIN-38-3646840,OAKLAND ESTATES APARTMENTS INC,GOSHEN,IN,531110.0
EIN-38-3652971,MEDICAL EDUCATION TRAINING AND DEVELOPMENT INC,GRAND RAPIDS,MI,900099.0
EIN-38-3654131,NEIGHBORHOOD ASSOCIATES CORPORATION,WASHINGTON,DC,532000.0
EIN-38-3655028,SPIRIT IN ACTION INC,ASHEVILLE,NC,611430.0
EIN-38-3655657,OHIO EQUINE AND AGRICULTURAL ASSOCIATION INC,SPRINGFIELD,OH,531120.0
EIN-38-3664512,PASO ROBLES NONPROFIT HOUSING CORPORATION,PASO ROBLES,CA,531110.0
EIN-38-3666288,CINNAIRE LENDING CORPORATION,LANSING,MI,900099.0
EIN-38-3667579,NAHANT MARSH EDUCATION CENTER,DAVENPORT,IA,611710.0
EIN-38-3670941,GIRLS FIRST INC,STOCKBRIDGE,GA,624200.0
EIN-38-3672949,LITTLE SCHOLARS OF DETROIT,DETROIT,MI,611710.0
EIN-38-3674142,FIFTEENTH AVENUE BAPTIST VILLAGE MANOR,NASHVILLE,TN,531110.0
EIN-38-3674610,ART ON THE SQUARE FOUNDATION INC,BELLEVILLE,IL,713990.0
EIN-38-3675536,SEXUAL ASSAULT VICTIM ADVOCATE CENTER,FORT COLLINS,CO,900099.0
EIN-38-3676873,DESTIN FISHING MUSEUM FOUNDATION INC,DESTIN,FL,900099.0
EIN-38-3677365,INFOTRENDS USA INC,WILMINGTON,DE,541700.0
EIN-38-3684222,ARIZONA UNITED RHEUMATOLOGY ALLIANCE INC,SCHAUMBURG,IL,611430.0
EIN-38-3685603,BRIGHT STAR OF BETHLEHEM NFP,ROCKFORD,IL,561500.0
EIN-38-3686644,CLEVELAND MANOR II INC,MIDLAND,MI,532000.0
EIN-38-3692928,TRUE NATURE SOCIETY,MARICOPA,CA,611600.0
EIN-38-3693714,GRACE CARE CHILD AND ADULT SERVICES,CENTRALIA,IL,624410.0
EIN-38-3695039,TEXAS DIVERSITY COUNCIL,HOUSTON,TX,611430.0
EIN-38-3706933,CARING HANDS AFC LLC,OAK PARK,MI,623990.0
EIN-38-3707584,AUTHORING ACTION,WINSTON SALEM,NC,711300.0
EIN-38-3707806,KINDRED SOULS FOUNDATION,STEILACOOM,WA,900099.0
EIN-38-3710387,D R EVARTS LIBRARY,ATHENS,NY,900099.0
EIN-38-3710627,ACTORS FOR AUTISM,WESTLAKE VLG,CA,711110.0
EIN-38-3713884,SEVEN STORIES INSTITUTE,NEW YORK,NY,451211.0
EIN-38-3716992,WINDWALKERS EQUINE ASSISTED LEARNING AND THERAPY CENTER,CARBONDALE,CO,541900.0
EIN-38-3720352,KINGSPORT CHRISTIAN ACADEMY,KINGSPORT,TN,611710.0
EIN-38-3721035,HISTORIC WEST MANSFIELD TEXAS COMMUNITY DEVELOPMENT CORPORATION,MANSFIELD,TX,611710.0
EIN-38-3725519,VILLITA APARTMENTS INC,PROVIDENCE,RI,531110.0
EIN-38-3734478,FISHERMANS WHARF ASSOCIATION OF SAN FRANCISCO,SAN FRANCISCO,CA,561700.0
EIN-38-3735950,WALKING WITH HIM,TRAVERSE CITY,MI,454110.0
EIN-38-3739559,SRIKARUNAMAYI RESEARCH INSTITUTE OF MEDITATION CENTER,FORSYTH,GA,541700.0
EIN-38-3745434,LESSONS ON LIBERTY INC,WESTBOROUGH,MA,813990.0
EIN-38-3746191,RIVER VALLEY ANIMAL WELFARE COALITION,FORT SMITH,AR,541900.0
EIN-38-3746984,FERAL CARE INC,STRATFORD,CT,900099.0
EIN-38-3748678,SEE CHICAGO DANCE,CHICAGO,IL,711190.0
EIN-38-3751672,THEATRE PRODUCTION & TECHNICAL ACADEMY INC,FOLSOM,CA,532000.0
EIN-38-3759767,SOUTHERN UTAH SOCCER ASSOCIATION,ST GEORGE,UT,713990.0
EIN-38-3764317,INTERNATIONAL BLUEGRASS MUSIC ASSOCIATION INC,NASHVILLE,TN,711300.0
EIN-38-3765279,YUMA CHILDRENS ACADEMY,YUMA,CO,270486.0
EIN-38-3765547,HEART OF OHIO FAMILY HEALTH CENTERS,WHITEHALL,OH,621400.0
EIN-38-3767596,FRANKLIN COUNTY SERVICES FOR THE ELDERLY INC,OTTAWA,KS,480000.0
EIN-38-3770293,RUSSELLVILLE DREAM CENTER INC,RUSSELLVILLE,AL,230000.0
EIN-38-3773347,NATALIA VOLUNTEER FIRE DEPARTMENT INC,NATALIA,TX,900099.0
EIN-38-3778273,OGDENSBURG GROWTH FUND DEVELOPMENT CORP,OGDENSBURG,NY,900099.0
EIN-38-3781390,OPPORTUNITY ENTERPRISES,AUBURN,ME,624310.0
EIN-38-3790195,SEMMES-MURPHEY FOUNDATION,MEMPHIS,TN,621110.0
EIN-38-3791220,ANGEL CARE HOMES INC,DETROIT,MI,623990.0
EIN-38-3791803,DEFEND OUR HEALTH,PORTLAND,ME,900099.0
EIN-38-3794224,PARENT BOOSTER USA INC,NEW BRAUNFELS,TX,611710.0
EIN-38-3796386,ACCESS SENIOR HOUSING OF FRANKLIN INC,WILLIMANTIC,CT,531110.0
EIN-38-3796793,ICIVICS INC,CAMBRIDGE,MA,900099.0
EIN-38-3801781,THE CENTER FOR AMERICAN MILITARY MUSIC OPPORTUNITIES,FORT BELVOIR,VA,711130.0
EIN-38-3802326,KEEPING OUR KIDS FIRST,MILES CITY,MT,611600.0
EIN-38-3804133,OUTER BANKS SPORTING EVENTS INC,KILL DEVIL HL,NC,711210.0
EIN-38-3806666,BOSTON SUSTAINABLE FISHING COMMUNITY PRESERVATION FUND INC,BOSTON,MA,110000.0
EIN-38-3815267,BROOKSIDE CHRISTIAN MINISTRIES INC,LOWELL,IN,624410.0
EIN-38-3817365,P A A C PEOPLE ASSISTING ANIMAL CONTROL,CORP CHRISTI,TX,900099.0
EIN-38-3830684,LAUREL ACADEMY,SEATTLE,WA,611110.0
EIN-38-3833355,ONE LONGFELLOW SQUARE INC,PORTLAND,ME,711300.0
EIN-38-3835307,DIAMOND HEADACHE CLINIC RESEARCH AND EDUCATIONAL FOUNDATION,CHICAGO,IL,900099.0
EIN-38-3838470,PILLAR OF HOPE WORLDWIDE OUTREACH INC,COCOA,FL,611710.0
EIN-38-3840559,MONROE PARK CONSERVANCY,RICHMOND,VA,900099.0
EIN-38-3843712,ARSENAL SOCCER OF N J A N J NONPROFIT CORP,EMERSON,NJ,711210.0
EIN-38-3854791,YMCA OF GREATER BOSTON HUNTINGTON AVENUE REALTY CORPORATION,BOSTON,MA,532000.0
EIN-38-3856776,JOY CENTER LEARNING CENTER,CAMP HILL,PA,900099.0
EIN-38-3857169,CHRISTIAN TELEVISION NETWORK OF SOUTH CAROLINA INC,CLEARWATER,FL,515100.0
EIN-38-3860043,READING RECREATION COMMISSION,READING,PA,900099.0
EIN-38-3871383,UNITY AMBULATORY SURGERY CENTER INC,ROCHESTER,NY,621400.0
EIN-38-3872177,BARNSTONE ART FOR KIDS,PHOENIXVILLE,PA,624410.0
EIN-38-3872828,PATRICK SCHOOL INC,ELIZABETH,NJ,611600.0
EIN-38-3874438,ALLEGHENY VALLEY VOLUNTEER FIRE CO ONE,HARWICK,PA,624200.0
EIN-38-3875160,OPEN TRAIL INC,BOERNE,TX,624100.0
EIN-38-3878805,ELIJAHS MENS HOME INC,SAN JOSE,CA,623220.0
EIN-38-3879000,SAINT NICHOLAS SCHOOLS,HOUSTON,TX,611110.0
EIN-38-3881451,SACRED HEART VILLAGE II INC,WILMINGTON,DE,531110.0
EIN-38-3883213,GREEN OUR PLANET,LAS VEGAS,NV,110000.0
EIN-38-3883488,PARENT BOOSTER USA INC,CASTRO VALLEY,CA,611710.0
EIN-38-3886677,LA-MAS INC,LOS ANGELES,CA,900099.0
EIN-38-3889449,SOCIAL MOVEMENT TECHNOLOGIES FOUNDATION INC,BLOOMFIELD,CT,611430.0
EIN-38-3891081,OCEANIC PRESERVATION SOCIETY,GREENBRAE,CA,512000.0
EIN-38-3892723,CATAWBA VOLUNTEER FIRE DEPARTMENT INC,CATAWBA,NC,621990.0
EIN-38-3895130,IRREDUCIBLE GRACE FOUNDATION,SAINT PAUL,MN,900099.0
EIN-38-3898381,FRIENDS OF STEWART PARK INC,ITHACA,NY,900099.0
EIN-38-3902709,MOUNT CARMEL CARE CENTER INC,LENOX,MA,623000.0
EIN-38-3909062,AJO CENTER FOR SUSTAINABLE AGRICULTURE,AJO,AZ,110000.0
EIN-38-3909756,AFRICA DEVELOPMENT PROMISE,DENVER,CO,110000.0
EIN-38-3910277,MOTHER DIVINE PROGRAM-MAHARISHI GLOBAL COUNTRY OF WORLD PEACE INC,LIVINGSTN MNR,NY,900099.0
EIN-38-3926208,JAMSTELD WEST INC,KATY,TX,624410.0
EIN-38-3937659,HUNGER RELIEF CENTER AT METRO CARERING,DENVER,CO,532000.0
EIN-38-3941057,CATHOLIC COMMUNITY FOUNDATION OF LOS ANGELES,LOS ANGELES,CA,525920.0
EIN-38-3943584,FORUM OF INCIDENT RESPONSE AND SECURITY TEAMS,CARY,NC,611710.0
EIN-38-3943863,WAYNE HILLS FOOTBALL INC,WAYNE,NJ,900099.0
EIN-38-3945262,LIVING TRUTH INC,CARMEL,IN,900099.0
EIN-38-3951960,MAINE ROLLER DERBY,PORTLAND,ME,711211.0
EIN-38-3952644,MAYO CLINIC GROUP RETURN,ROCHESTER,MN,620000.0
EIN-38-3953027,ASTEME LEARNING CENTER INC,LOS ANGELES,CA,611600.0
EIN-38-3954786,HOOP AVENUES ELITE,EVANSTON,IL,611710.0
EIN-38-3973328,KIMS KIDS INC,BROOKLYN,NY,624410.0
EIN-38-3975135,ASHTABULA COUNTY MEDICAL CENTER GROUP RETURN,ASHTABULA,OH,624100.0
EIN-38-3983266,MERCY CHRISTIAN HEALTH,YPSILANTI,MI,621110.0
EIN-38-3984512,DATA FOUNDATION,WASHINGTON,DC,900099.0
EIN-38-3986455,NEW YORK CITY CHARTER SCHOOL OF THE ARTS,NEW YORK,NY,611110.0
EIN-38-3992480,BE THE BRIDGE,ATLANTA,GA,900099.0
EIN-38-3994696,WHEELS ON DECK INC,EDGEWATER,MD,713990.0
EIN-38-4014370,SAN ANTONIO TENNIS ASSOCIATION INC,SAN ANTONIO,TX,900099.0
EIN-38-4015966,COLUMBUS WORKS INC,COLUMBUS,OH,900099.0
EIN-38-4018882,ELKHART HEALTH FITNESS AND AQUATICS INC,SOUTH BEND,IN,900099.0
EIN-38-4022173,STEPHENS PLACE,VANCOUVER,WA,623990.0
EIN-38-4022302,METHODIST RETIREMENT COMMUNITIES,THE WOODLANDS,TX,623000.0
EIN-38-4027156,PEACE BY PIECE INC,BEAR,DE,624100.0
EIN-38-4031098,FAITH HOPE AND LOVE OUTREACH MINISTRIES INC,INDIANAPOLIS,IN,624410.0
EIN-38-4043496,MAGNOLIA CHRISTIAN SCHOOL,SANFORD,FL,611710.0
EIN-38-4043924,CONNECT US INC,BRIDGEPORT,CT,624110.0
EIN-38-4049010,KING SEJONG INSTITUTE CENTER USA,LOS ANGELES,CA,611600.0
EIN-38-4049236,PARENTING WITH INTENT,PORTLAND,OR,624100.0
EIN-38-4055062,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,MT PROSPECT,IL,713990.0
EIN-38-4055660,OSEI FOUNDATION-PUBLIC CHARITY INC,GERMANTOWN,MD,446191.0
EIN-38-4057017,GHOSTLIGHT PRODUCTIONS INC,BENTON HARBOR,MI,900099.0
EIN-38-4061734,MUSTAFA CENTER INC,ANNANDALE,VA,611710.0
EIN-38-4061854,HEALING HANDS FOUNDATION INC,BOSTON,MA,621300.0
EIN-38-4077902,PIANO & MORE,ARLINGTON,VA,611600.0
EIN-38-4084088,FOREST LAKE HOCKEY ASSOCIATION,FOREST LAKE,MN,900099.0
EIN-38-4108169,ONE TO GROW ON 2 INC,FLORISSANT,MO,624410.0
EIN-38-6000167,BAY CLIFF HEALTH CAMP,BIG BAY,MI,532000.0
EIN-38-6004962,DETROIT AUDUBON SOCIETY,DETROIT,MI,541700.0
EIN-38-6022430,CAMP ROGER,ROCKFORD,MI,721210.0
EIN-38-6027356,DETROIT ZOOLOGICAL SOCIETY,ROYAL OAK,MI,712130.0
EIN-38-6029205,WASHTENAW ASSOCIATION FOR COMMUNITY ADVOCACY,ANN ARBOR,MI,624100.0
EIN-38-6030234,SHIAWASSEE COUNTY ASSOCIATION FOR RETARDED CITIZENS,OWOSSO,MI,900099.0
EIN-38-6033586,YOUTH FOR CHRIST USA INC,LANSING,MI,900099.0
EIN-38-6052573,BRONSON PROPERTIES CORPORATION,KALAMAZOO,MI,531120.0
EIN-38-6056677,ARC OF NORTHWEST WAYNE COUNTY,REDFORD,MI,900099.0
EIN-38-6057160,BERRIEN COMMUNITY FOUNDATION INC,ST JOSEPH,MI,900099.0
EIN-38-6058248,ST ANNES MEAD,SOUTHFIELD,MI,623000.0
EIN-38-6061238,CHEFF THERAPEUTIC RIDING CENTER,AUGUSTA,MI,621300.0
EIN-38-6062017,DETROIT BAPTIST MANOR,FARMINGTN HLS,MI,812900.0
EIN-38-6062823,AMERICAN CHEMICAL SOCIETY,BLOOMFLD HLS,MI,900099.0
EIN-38-6065565,HUMANE SOCIETY OF MONROE COUNTY INC,MONROE,MI,900099.0
EIN-38-6069432,MICHIGAN STATE MEDICAL SOCIETY FOUNDATION,EAST LANSING,MI,611710.0
EIN-38-6070739,JACKSON COMMUNITY FOUNDATION,JACKSON,MI,900099.0
EIN-38-6072565,BAY CITY PLAYERS INC,BAY CITY,MI,711110.0
EIN-38-6073785,MIDLAND COMMUNITY CANCER SERVICES,MIDLAND,MI,900099.0
EIN-38-6075181,POTTERS GUILD INC,ANN ARBOR,MI,611600.0
EIN-38-6076879,JOHN BALL ZOO,GRAND RAPIDS,MI,713990.0
EIN-38-6078011,FRANKENMUTH HISTORICAL ASSOCIATION,FRANKENMUTH,MI,713990.0
EIN-38-6080947,GREAT LAKES BIBLE COLLEGE,LANSING,MI,900099.0
EIN-38-6081650,ALLEGAN COUNTY 4-H CLUBS,BLOOMINGDALE,MI,900099.0
EIN-38-6082223,SAGINAW SYMPHONY ASSOCIATION,SAGINAW,MI,711130.0
EIN-38-6082605,REECE ENDEAVOR OF MIDLAND,MIDLAND,MI,531110.0
EIN-38-6084072,MICHIGAN TRAPSHOOTING ASSOCIATION,MASON,MI,711210.0
EIN-38-6086295,AMERICAN OSTEOPATHIC COLLEGE OF DERMATOLOGY,KIRKSVILLE,MO,611710.0
EIN-38-6087770,MICHAWANA YOUTH CAMP,HASTINGS,MI,721211.0
EIN-38-6089055,CECCHETTI COUNCIL OF AMERICA,FLAT ROCK,MI,900099.0
EIN-38-6089243,AVON PLAYERS,ROCHESTER,MI,711190.0
EIN-38-6090434,MICHIGAN STEAM ENGINE & THRESHERS CLUB,GRASS LAKE,MI,713990.0
EIN-38-6090586,SPRING HILL CAMPS,EVART,MI,611600.0
EIN-38-6091002,MADISON HEIGHTS LITTLE FOOTBALL LEAGUE INC,MADISON HTS,MI,611600.0
EIN-38-6091392,GROSSE POINTE ROTARY FOUNDATION,GROSSE POINTE,MI,900099.0
EIN-38-6092156,FLINT COMMUNITY PLAYERS INC,FLINT,MI,900099.0
EIN-38-6092467,DEARBORN ORCHESTRAL SOCIETY INC,DEARBORN,MI,711130.0
EIN-38-6093249,MICHIGAN CROP IMPROVEMENT ASSOCIATION,LANSING,MI,111000.0
EIN-38-6093419,USA SOFTBALL OF MICHIGAN,MIDLAND,MI,711210.0
EIN-38-6094602,GRACE CENTERS OF HOPE,PONTIAC,MI,532000.0
EIN-38-6095329,ANN ARBOR AMATEUR HOCKEY ASSN,ANN ARBOR,MI,711210.0
EIN-38-6095421,UPPER PENINSULA BIBLE CAMP INC,LITTLE LAKE,MI,531390.0
EIN-38-6095479,MICHIGAN PEST CONTROL ASSOCIATION INC,FRASER,MI,900099.0
EIN-38-6095986,LAKE ANN BAPTIST CAMP INC,LAKE ANN,MI,721210.0
EIN-38-6096460,TRI-COUNTY BUSING INC,CADILLAC,MI,485000.0
EIN-38-6099698,HIGHFIELDS INC,ONONDAGA,MI,900099.0
EIN-38-6107302,LINCOLN PARK ALL AMERICAN FOOTBALL LEAGUERS,WYANDOTTE,MI,711300.0
EIN-38-6107342,APPRENTICE & JOURNEY MAN TRAINING TRUST FUND,MADISON HTS,MI,230000.0
EIN-38-6108110,PROMEDICA COLDWATER REGIONAL HOSPITAL,TOLEDO,OH,622110.0
EIN-38-6108547,NOONTIDE VISITING CHRISTIAN SCIENCE NURSE SERVICE OF MICHIGAN,PLYMOUTH,MI,621610.0
EIN-38-6111530,UNITED STATES BASEBALL FEDERATION INC,DURHAM,NC,711300.0
EIN-38-6113049,GOODWILL INDUSTRIES OF GREATER GRAND RAPIDS INC,GRANDVILLE,MI,900099.0
EIN-38-6114132,MIDLAND COUNTY HUMANE SOCIETY,MIDLAND,MI,453310.0
EIN-38-6114135,MUSKEGON COUNTY COMMUNITY FOUNDATION,MUSKEGON,MI,711190.0
EIN-38-6116805,COPPER PEAK INC,IRONWOOD,MI,711210.0
EIN-38-6117980,GRACE ADVENTURES,MEARS,MI,900099.0
EIN-38-6120195,MACOMB COUNTY HUMANE SOCIETY,SHELBY TWP,MI,900099.0
EIN-38-6142925,GREENPATH INC,FARMINGTN HLS,MI,624100.0
EIN-38-6142933,THE ARC-GROSSE POINTE HARPER WOODS INC,GROSSE PT WDS,MI,611710.0
EIN-38-6144910,SOCIETY FOR THE STUDY OF REPRODUCTION,RESTON,VA,561920.0
EIN-38-6152238,WAYNE COUNTY FAIR ASSOCIATION INC,BELLEVILLE,MI,711300.0
EIN-38-6156566,ISLE ROYALE & KEWENEW PARKS ASSOCIATION,HOUGHTON,MI,712190.0
EIN-38-6157466,LANSING ELECTRICAL JOINT APPRENTICESHIP & TRAINING TRUST,LANSING,MI,900099.0
EIN-38-6158533,TRUENORTH COMMUNITY SERVICES,FREMONT,MI,611710.0
EIN-38-6159369,MICHIGAN LAKE AND STREAM ASSOCIATIONS INC,KALAMAZOO,MI,611710.0
EIN-38-6221933,PIPEFITTERS EDUCATIONAL & BUILDING FUND 49-0027-00-0,TROY,MI,611600.0
EIN-38-6263347,COUNCIL OF MICHIGAN FOUNDATIONS INC,GRAND HAVEN,MI,900099.0
EIN-38-6346880,MARQUETTE COUNTY FAIR,MARQUETTE,MI,711310.0
EIN-38-6351045,MICHIGAN GOVERNMENT FINANCE OFFICERS ASSOCIATION,TRAVERSE CITY,MI,611430.0
EIN-38-6680405,MICHIGAN CENTER FOR CONSTRUCTION EDUCATION & RESEARCH TR UA,MIDLAND,MI,611430.0
EIN-39-0150871,BARRON COUNTY COOPERATIVE AGRICULTURAL FAIR SOCIETY,RICE LAKE,WI,900099.0
EIN-39-0368317,INTERSTATE POSTGRADUATE MEDICAL ASSOCIATION OF NORTH AMERICA,MADISON,WI,900099.0
EIN-39-0444555,MADISON TURNERS INC,MADISON,WI,900099.0
EIN-39-0521652,OUTAGAMIE COUNTY FAIR ASSOCIATION,SEYMOUR,WI,110000.0
